run,variant,batch_size,seed,abm,metric,step,value
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,14,85.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,15,88.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,16,92.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,17,96.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,18,101.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,19,106.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,20,112.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,21,119.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,22,127.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,23,136.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,24,147.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,25,160.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,26,175.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,27,192.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,28,215.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,29,241.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,30,275.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,31,314.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,32,368.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,33,434.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,34,526.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,35,654.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,36,825.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,37,1079.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,38,1430.0
sgboba 1024 abm2,aboba,1024,seed1,2,adaptive_batch/batch_size,39,1914.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,2,27.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,3,28.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,4,36.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,5,43.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,6,53.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,7,59.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,8,64.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,9,68.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,10,71.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,11,73.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,12,76.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,13,79.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,14,82.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,15,85.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,16,89.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,17,93.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,18,97.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,19,102.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,20,109.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,21,115.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,22,123.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,23,132.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,24,143.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,25,155.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,26,170.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,27,187.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,28,208.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,29,234.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,30,266.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,31,305.0
